epoch,epoch_time,train_loss,val_loss,val_f1
1,33.135461283964105,0.012217924872521092,0.004001468786670045,0.4855871664680985
2,32.80804276000708,0.0028473058732093443,0.0022636775647279345,0.6755747267405612
3,33.112588459975086,0.001876646874160959,0.0016948999987577956,0.8045943272253078
4,33.84709932800615,0.0013200886074950795,0.0014747396665464702,0.8562259973742226
5,33.61151375400368,0.0011639741309669002,0.0014775551399938635,0.8624839741643793
6,33.89722448500106,0.0010260836614609532,0.001114609587414728,0.8902519259328855
7,33.667601556982845,0.0008363334488999925,0.0010698451250778169,0.8914749127317199
8,33.55904516100418,0.0006435254859134327,0.0008946577284080993,0.9176638259271842
9,33.54450089804595,0.0005983739618682305,0.0012613901617232945,0.8652371322193607
10,33.55636217299616,0.0005883065307746176,0.0009440535636138353,0.9197148743504707
11,33.648958256002516,0.00043350261492897905,0.001069919995476168,0.9285098984598744
12,33.50977588398382,0.0003769085883112862,0.0013546228337559271,0.9172715229492039
13,33.48991963802837,0.0004590437407104814,0.0010410665531760488,0.9359150835113114
14,33.55464955297066,0.0004248972357305015,0.0009777351893382896,0.9301371280047063
15,33.61021464696387,0.0003334679314447533,0.0011194664693903178,0.9314745282546038
16,33.513074662012514,0.0003585308662627876,0.0011318068263999417,0.9414594481708832
17,33.43761467700824,0.00033252414241702,0.0009780644710378416,0.9432654879214778
18,33.641302567964885,0.00022777480398592268,0.0011081257592185016,0.9446814225838324
19,33.64253665000433,0.0002320218211608904,0.001092289090739468,0.9436634320270629
20,33.612250553036574,0.00029884674369230627,0.00139550400298054,0.9156826636222775
21,33.5462095530238,0.0002784641590415945,0.0011176977940177211,0.9330890162854846
22,33.69637936196523,0.00021846120955783344,0.00114009958217881,0.9483180273087023
23,33.5661119830329,0.00022313411911847894,0.0011478193152219445,0.9340601853639744
24,33.45178403099999,0.0002191569995732477,0.0012053690620789361,0.9322084080862715
25,33.500683507998474,0.0002719045036275555,0.0010469820505367635,0.9465128272065173
