epoch,epoch_time,train_loss,val_loss,val_f1
1,24.183704171999125,0.14311178767327534,0.052943413611501455,0.023194325264166885
2,24.564776667000842,0.03629182572713343,0.023697501746937633,0.0689321167078284
3,23.759253698000975,0.021699240525900308,0.01852619554847479,0.16563565357138121
4,24.237107716999162,0.018526878192136855,0.01639640552457422,0.2004191856089737
5,24.66410512999937,0.016433342991365216,0.014000163762830198,0.21624434630327366
6,24.25260363000052,0.014600418239705643,0.018520831363275647,0.2652953214014283
7,23.3441600369988,0.012695478670046492,0.010999921476468444,0.317301776784276
8,24.45607267199739,0.011055859539784113,0.011242558364756405,0.40872298824735687
9,24.147380116999557,0.010115138231382027,0.009828659996856004,0.4194567695931797
10,24.35272819199963,0.009041014553631767,0.009230651543475688,0.5117510435621749
11,23.99903081999946,0.008024082811138892,0.008422635961323977,0.4095706113062945
12,24.24532000399995,0.007439006988148568,0.008580782683566213,0.49277362150629683
13,24.458135764998588,0.006509928975917272,0.007060741336317733,0.4482580528658076
14,24.180453982000472,0.006130739363794357,0.00687697171815671,0.5009316595069786
15,24.785526079998817,0.005310004091647975,0.007004900078754872,0.4639903756676642
