run_name,status,timesteps,batch_size,use_amp,oom_events,trace_path,trace_size_mb,train_batch_ms,train_forward_ms,train_backward_ms,train_step_ms,eval_no_f1_ms,eval_with_f1_ms,max_alloc_gb_trace,max_reserved_gb_trace,cpu_op_ms_trace,gpu_total_ms_trace,train_forward_alloc_delta_avg_mb_gpu,train_forward_alloc_delta_peak_mb_gpu,train_backward_alloc_delta_avg_mb_gpu,train_backward_alloc_delta_peak_mb_gpu,train_step_alloc_delta_avg_mb_gpu,train_step_alloc_delta_peak_mb_gpu,train_forward_alloc_delta_avg_mb_cpu,train_forward_alloc_delta_peak_mb_cpu,train_backward_alloc_delta_avg_mb_cpu,train_backward_alloc_delta_peak_mb_cpu,train_step_alloc_delta_avg_mb_cpu,train_step_alloc_delta_peak_mb_cpu,train_forward_alloc_traffic_mb_gpu,train_forward_free_traffic_mb_gpu,train_backward_alloc_traffic_mb_gpu,train_backward_free_traffic_mb_gpu,train_step_alloc_traffic_mb_gpu,train_step_free_traffic_mb_gpu,train_forward_alloc_traffic_mb_cpu,train_forward_free_traffic_mb_cpu,train_backward_alloc_traffic_mb_cpu,train_backward_free_traffic_mb_cpu,train_step_alloc_traffic_mb_cpu,train_step_free_traffic_mb_cpu
sim90_bs4_pb4_50ts_amp,ok,50,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_50ts_amp/profiler_traces/pc59_3193258.1772560058799096076.pt.trace.json,681.6021385192871,1132.9793333333332,484.20366666666666,644.3113333333333,3.711,386.63275,742.30225,17.072994709014893,23.12890625,19383.881,5797.0,7933.124894531047,15944.723470052084,0.028341697080841107,160.54833984375,6.087235115400326,10.61767578125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,52154.769694010414,36362.800618489586,74507.60367838542,90287.45865885417,10.619140625,3.4654947916666665,0.00572967529296875,0.00572967529296875,0.000762939453125,0.000762939453125,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_52ts_fp32,ok,52,4,False,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_52ts_fp32/profiler_traces/pc59_3193258.1772560198922912583.pt.trace.json,593.9915590286255,1051.2206666666668,480.79633333333334,563.0113333333334,6.771,413.59725,772.26525,18.209216117858887,23.12890625,15850.695,6487.369,9226.95188935465,18524.503092447918,0.0448350707244603,74.67724609375,5.422919048526423,10.640299479166666,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,41208.444010416664,22710.08935546875,69730.044921875,88217.28531901042,10.640299479166666,10.640299479166666,0.00595855712890625,0.00595855712890625,0.00079345703125,0.00079345703125,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_52ts_amp,ok,52,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_52ts_amp/profiler_traces/pc59_3193258.1772560346997832083.pt.trace.json,705.6232118606567,1198.991,527.8763333333334,664.9043333333334,4.828333333333333,451.85575,835.519,17.846845626831055,18.662109375,20683.86,6187.586,8593.712352108869,17337.8349609375,0.028400186422173068,161.95100911458334,6.198406224468954,10.770182291666666,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,53947.8798828125,36764.093587239586,81953.82535807292,99125.51350911458,10.771647135416666,3.4654947916666665,0.00595855712890625,0.00595855712890625,0.00079345703125,0.00079345703125,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_54ts_fp32,ok,54,4,False,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_54ts_fp32/profiler_traces/pc59_3193258.1772560497539194624.pt.trace.json,617.0810527801514,1114.1146666666668,503.1023333333333,602.361,8.088333333333333,451.98625,902.08375,20.503857135772705,21.5625,17503.582,6814.356,9876.223432060877,19766.13427734375,0.04494396262072306,76.201171875,5.330899866615853,10.4814453125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,49049.986002604164,29348.252278645832,80401.40511067708,100091.94059244792,10.4814453125,10.4814453125,0.00618743896484375,0.00618743896484375,0.000823974609375,0.000823974609375,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_54ts_amp,ok,54,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_54ts_amp/profiler_traces/pc59_3193258.1772560650795378314.pt.trace.json,732.2541770935059,1229.64,548.371,674.655,4.936,486.98625,874.84875,17.195950508117676,21.587890625,21580.551,6049.071,7792.399938625759,15788.234049479166,0.02323334877724123,123.79736328125,6.102304815155229,10.759602864583334,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,55677.578287760414,40040.156087239586,71969.53971354167,87595.23811848958,10.761067708333334,3.6569010416666665,0.00618743896484375,0.00618743896484375,0.000823974609375,0.000823974609375,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_56ts_fp32,ok,56,4,False,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_56ts_fp32/profiler_traces/pc59_3193258.1772560800473150106.pt.trace.json,640.9592514038086,1182.0946666666669,569.6856666666666,602.4173333333333,9.388333333333334,472.518,933.96975,21.24388027191162,22.33984375,18273.519,6863.803,9238.864521912512,18538.840657552082,0.04041123078972982,77.51871744791667,5.343595179115854,10.537434895833334,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,58083.46533203125,39645.7734375,78963.23714192708,97389.0732421875,10.537434895833334,10.537434895833334,0.00641632080078125,0.00641632080078125,0.0008544921875,0.0008544921875,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_56ts_amp,ok,56,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_56ts_amp/profiler_traces/pc59_3193258.1772560960118236501.pt.trace.json,759.4725294113159,1320.215,592.1796666666667,720.837,6.228,504.994,888.53525,19.188340663909912,22.33984375,22643.245,6658.441,9271.600999684959,18655.0439453125,0.026182661875074776,161.81363932291666,6.350044838899101,10.97705078125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,58075.5771484375,39574.253743489586,88033.37972005208,106522.57405598958,10.978515625,3.4654947916666665,0.00641632080078125,0.00641632080078125,0.0008544921875,0.0008544921875,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_58ts_fp32,ok,58,4,False,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_58ts_fp32/profiler_traces/pc59_3193258.1772561122365379248.pt.trace.json,662.5017013549805,1286.4236666666668,579.3623333333334,697.5313333333334,8.942333333333334,514.43775,907.2735,20.25852394104004,22.33984375,19401.019,7362.06,10273.55990899548,20623.1123046875,0.04019810953857796,74.67724609375,5.330899866615853,10.4814453125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,45926.845703125,25329.8818359375,77832.8466796875,98418.3134765625,10.4814453125,10.4814453125,0.00664520263671875,0.00664520263671875,0.000885009765625,0.000885009765625,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_58ts_amp,ok,58,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_58ts_amp/profiler_traces/pc59_3193258.1772561293583432181.pt.trace.json,787.3619108200073,1418.131,636.647,771.7073333333334,8.552,524.5575,919.0145,19.870347023010254,22.33984375,24363.51,7399.745,10159.92185111208,20267.963053385418,0.0260556879147381,163.27294921875,7.795454726782996,14.314127604166666,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.00014696121215820312,0.0001678466796875,56353.689778645836,36240.700032552086,89114.1298828125,109214.75895182292,14.316080729166666,7.1806640625,0.00664520263671875,0.00664520263671875,0.000885009765625,0.000885009765625,0.001094818115234375,0.00093841552734375
sim90_bs4_pb4_60ts_fp32,ok,60,4,False,2.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_60ts_fp32/profiler_traces/pc59_3193258.1772561467317013388.pt.trace.json,686.2711143493652,1537.552,774.9076666666666,753.4373333333334,8.586,580.955,984.614,22.658946990966797,23.109375,23101.64,7826.392,10736.039235595927,21478.119140625,0.04101007702583094,75.16715494791667,5.4897302146849585,10.730143229166666,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,59919.35986328125,38505.817220052086,91136.51595052083,112538.85139973958,10.730143229166666,10.730143229166666,0.00687408447265625,0.00687408447265625,0.00091552734375,0.00091552734375,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_60ts_amp,ok,60,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_60ts_amp/profiler_traces/pc59_3193258.1772561663098137311.pt.trace.json,812.741828918457,1862.344,682.596,1171.5553333333332,6.592666666666667,629.32625,1110.278,17.704875469207764,21.5703125,31361.371,6829.58,7024.044285389656,14201.758463541666,0.016975706456469657,95.904296875,6.008857358047385,10.64892578125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,51156.683430989586,37101.779134114586,60789.682779947914,74833.19091796875,10.650390625,3.673828125,0.00687408447265625,0.00687408447265625,0.00091552734375,0.00091552734375,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_62ts_fp32,oom,62,4,False,3.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_62ts_fp32/profiler_traces/pc59_3193258.1772561743247494880.pt.trace.json,33.504178047180176,834.157,833.246,0.0,0.0,0.0,0.0,22.571765422821045,23.126953125,1741.998,431.91,11657.714886745995,23040.54443359375,,,,,0.0,0.0,,,,,60698.66357421875,37658.68115234375,,,,,0.00682830810546875,0.00682830810546875,,,,
sim90_bs4_pb4_62ts_amp,ok,62,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_62ts_amp/profiler_traces/pc59_3193258.1772561870353312579.pt.trace.json,840.1868658065796,1685.3183333333332,834.6533333333334,839.073,10.194333333333335,696.7615,1078.4615,21.342730045318604,22.09375,30005.125,7210.81,7476.253945368622,15003.783528645834,0.01672131312413819,98.50602213541667,6.119917407066993,10.769368489583334,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,55679.73828125,40822.641764322914,63270.998697916664,78116.1494140625,10.770833333333334,3.673828125,0.00710296630859375,0.00710296630859375,0.000946044921875,0.000946044921875,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_64ts_fp32,ok,64,4,False,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_64ts_fp32/profiler_traces/pc59_3193258.1772562058332052128.pt.trace.json,732.5218896865845,1360.5393333333332,595.3663333333334,754.2086666666667,10.332,556.0785,1051.9505,22.34773349761963,23.1328125,21229.517,8021.321,10921.016608106596,21935.361002604168,0.034980937793478994,71.77913411458333,5.634178099593496,11.064127604166666,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,6.67572021484375e-06,1.1444091796875e-05,60589.073404947914,38717.32080078125,84647.30338541667,106507.8779296875,11.064127604166666,11.064127604166666,0.00733184814453125,0.00733184814453125,0.0009765625,0.0009765625,0.00093841552734375,0.00093841552734375
sim90_bs4_pb4_64ts_amp,ok,64,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_64ts_amp/profiler_traces/pc59_3193258.1772562254561457896.pt.trace.json,867.6923894882202,1642.1606666666667,797.3913333333334,837.1986666666667,6.595666666666667,705.48275,1062.3605,22.831581115722656,23.060546875,29181.144,7865.071,11058.07327602984,22189.295247395832,0.023154280623286994,163.10628255208334,6.211891403696895,11.00732421875,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,68653.87434895833,46619.449544270836,97933.92203776042,119955.73942057292,11.0087890625,3.7955729166666665,0.00733184814453125,0.00733184814453125,0.0009765625,0.0009765625,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_66ts_fp32,oom,66,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sim90_bs4_pb4_66ts_amp,ok,66,4,True,0.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_66ts_amp/profiler_traces/pc59_3193258.1772562472511599142.pt.trace.json,896.6170778274536,1809.8456666666668,945.5993333333333,856.8746666666666,6.453666666666667,630.112,1111.02775,20.914335250854492,23.1328125,30320.882,7794.732,8639.605733909508,17417.878580729168,0.018079085596256064,135.044921875,6.361329401552287,10.97705078125,2.5431315104166665e-06,5.086263020833333e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,63557.525065104164,46288.378743489586,85373.20703125,102630.53597005208,10.978515625,3.4654947916666665,0.00756072998046875,0.00756072998046875,0.001007080078125,0.001007080078125,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_68ts_fp32,oom,68,4,False,3.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_68ts_fp32/profiler_traces/pc59_3193258.1772562577616140690.pt.trace.json,34.224653244018555,877.585,876.97,0.0,0.0,0.0,0.0,22.92442750930786,23.12109375,2105.447,455.641,11811.831849868253,23401.32275390625,,,,,0.0,0.0,,,,,54155.44873046875,30769.1435546875,,,,,0.0069427490234375,0.0069427490234375,,,,
sim90_bs4_pb4_68ts_amp,oom,68,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sim90_bs4_pb4_75ts,unknown,75,4,False,4.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_75ts/profiler_traces/pc59_3193258.1772552445976460028.pt.trace.json,159.75377750396729,1082.3,650.1735,849.803,11.598,0.0,0.0,22.860162258148193,23.123046875,4855.408,1515.531,11188.167588080094,22502.778076171875,0.028790117920563605,70.2822265625,18.354929854230182,31.1904296875,3.814697265625e-06,7.62939453125e-06,3.814697265625e-06,7.62939453125e-06,0.0002872467041015625,0.000324249267578125,71478.66625976562,49051.81396484375,110232.03515625,131732.2021484375,31.1904296875,10.3876953125,0.008052825927734375,0.008052825927734375,0.0011444091796875,0.0011444091796875,0.001251220703125,0.00093841552734375
sim90_bs4_pb4_75ts_fp32,oom,75,4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sim90_bs4_pb4_75ts_amp,oom,75,4,True,36.0,/home/gkulemeyer/Documents/Repos/RNADiffusion/profiler/logs/diffusion_profiler_light/sim90_bs4_pb4_75ts_amp/profiler_traces/pc59_3193258.1772559549323446306.pt.trace.json,48.043203353881836,1326.889,1325.299,0.0,0.0,0.0,0.0,22.904239654541016,23.12890625,4810.561,524.708,11677.247056607612,23401.9541015625,,,,,0.0,0.0,,,,,67364.03125,43977.13818359375,,,,,0.00774383544921875,0.00774383544921875,,,,
