epoch,epoch_time,train_loss,val_loss,val_f1
1,65.68153479398461,0.018937943207347773,0.004918034520299955,0.38693728427571245
2,65.80057163402671,0.0032375418240424667,0.0024562135670633837,0.634897981931416
3,65.85270725004375,0.0019590453917287943,0.0017344079243993365,0.7939048345403199
4,66.08961130899843,0.0013982321604801883,0.0013937216336389296,0.8088443761032112
5,65.77649312699214,0.0011350579667580372,0.0011659302414547459,0.8757763685449337
6,65.79077350400621,0.0009266554296414254,0.0012920552813822682,0.8915456417622937
7,65.75571490003495,0.0007835094431464519,0.0012985953053221342,0.8497350317515295
8,65.94936622999376,0.0006721862062660848,0.0010357633089725646,0.9062221397613024
9,66.1952549550333,0.0005858579360988345,0.000987683647749116,0.9001131028485956
10,65.72696683602408,0.0005189049650859125,0.001186207579796727,0.886935606389828
11,65.91794201201992,0.0005916387756415895,0.0009805993833923686,0.9111283234307398
12,66.02584035997279,0.0004720262319397124,0.0010680278346521898,0.931469835470832
13,66.09052703902125,0.00044090128479972005,0.0009977324480759902,0.9327204252228115
14,66.18289488099981,0.0003597271827044016,0.0009725916550074733,0.9303024619508888
15,65.8331899010227,0.00029413656591763525,0.0010470018856178556,0.9387934498778595
16,65.8399987409939,0.000338055130080495,0.0011169591458989696,0.9295332975506132
17,65.66736933297943,0.00034106931746950505,0.0009828556753589133,0.9472450144206598
18,66.13275507098297,0.0002229367701391181,0.0010440522762225042,0.9434863506670532
19,65.79140303295571,0.0003588303823275718,0.0011380609892136097,0.9242396033736706
20,65.94759787101066,0.00032831277571561846,0.0009637472209771199,0.946331751815861
21,65.79667581396643,0.0002281100585904098,0.0010804276061594726,0.9404732939537741
22,65.85479257901898,0.00022590189567033117,0.0011513023499138326,0.9399797104426125
23,65.82479849399533,0.0001917519840541783,0.00141685311475952,0.9318204206623913
24,66.06658662704285,0.00034174624883142116,0.0010130722355135167,0.942707057854813
25,65.99255876196548,0.00018598791819312026,0.0010620117735371246,0.9428994859539522
